# 061 - Frequent Words

|policeman|pəˈli:smən|полицейский, (мн. ч. policemen)
|closet|ˈklɒzɪt|амер. чулан, стенной шкаф
|result|rɪˈzʌlt|результат, следствие, происходить в результате
|regard|rɪˈɡɑ:d|внимание, ~s привет, смотреть (на), касаться
|possibly|ˈpɒsɪblɪ|возможно
|hiss|hɪs|шипение, свист, шипеть, свистеть
|sidewalk|ˈsaɪdwɔ:k|тротуар
|stride|straɪd|(strode [strəʊd], stridden [ˈstrɪdn]) широко шагать
|breakfast|ˈbrekfəst|завтрак
|trunk|trʌŋk|ствол, туловище, дорожный сундук, плавки ~s
|stranger|ˈstreɪn(d)ʒə|чужестранец, незнакомец, посторонний
|dude|d(j)u:d|парень, тип, пижон
|employ|ɪmˈplɔɪ|нанимать, employee [ˌemplɒɪˈi:] служащий
|branch|brɑ:n(t)ʃ|ветка, рукав, отрасль, филиал, отделение
|enormous|ɪˈnɔ:məs|громадный
|site|saɪt|место, участок
|lamp|læmp|лампа
|butt|bʌt|торец, рукоятка (пистолета, меча)
|cage|keɪʤ|клетка, жарг. тюрьма
|college|ˈkɒlɪʤ|колледж
|terrify|ˈterɪfaɪ|ужасать, внушать страх, запугивать
|ruin|ˈru:ɪn|гибель, ~s развалины, руины, разрушать
|totally|ˈtəʊtəlɪ|вполне, совершенно, полностью
|wander|ˈwɒndə|бродить, скитаться
|bore|bɔ:|скука, зануда (человек), надоедать, сверлить
