# 015 - Frequent Words

|lead|li:d|(led, led) вести
|scream|skri:m|крик, вопль, кричать, вопить
|ground|ɡraʊnd|земля
|already|ɔ:lˈredɪ|уже
|forward|ˈfɔ:wəd|вперед, передний
|figure|ˈfɪɡə|фигура, цифра, вычислять, понимать
|touch|tʌʧ|прикосновение, трогать, касаться
|become|bɪˈkʌm|(became [bɪˈkeɪm], become) становиться, делаться
|yet|jet|еще, однако
|also|ˈɔ:lsəʊ|также
|desk|desk|письменный стол
|clear|klɪə|очищать, чистый
|real|ri:l|действительный
|carry|ˈkærɪ|нести, везти
|sleep|sli:p|(slept, slept) спать
|glance|ɡlɑ:ns|(быстрый) взгляд, (мельком) взглянуть
|seat|si:t|сиденье, место, усаживать, вмещать
|matter|ˈmætə|дело, вопрос, иметь значение
|number|ˈnʌmbə|число
|ship|ʃɪp|корабль, судно
|full|fʊl|полный
|police|pəˈli:s|полиция
|twenty|ˈtwentɪ|двадцать
|send|send|(sent, sent) посылать, отправлять, присылать
|gonna|ˈɡɒnə|going to– собираться что-либо сделать
