# 160 - Mots fréquents

|horrible|ɔʁibl|ужасный
|conquérir|kɔ̃keʁiʁ|завоёвывать
|horaire|ɔʁɛʁ|часовой
|le encouragement|ɑ̃kuʁaʒmɑ̃|ободрение
|motiver|mɔtive|мотивировать
|plier|plije|сгибать
|homologue|ɔmɔlɔg|подобный
|successif|syksesif, -v|последовательный
|manifestement|manifɛstəmɑ̃|явно
|olympique|ɔlɛ̃pik|олимпийский
|littéralement|liteʁalmɑ̃|буквально
|la reproduction|ʁ(ə)pʁɔdyksjɔ̃|размножение
|propice|pʁɔpis|благоприятный
|le chèque|ʃɛk|чек
|explorer|ɛksplɔʁe|исследовать
|le matériau|mateʁjo|материал
|la dépendance|depɑ̃dɑ̃s|зависимость
|nu|ny|голый
|la poignée|pwaɲe|горсть
|abaisser|abese|опускать
