# 172 - Mots fréquents

|la faille|faj|недостаток
|fouiller|fuje|рыть
|respectivement|ʁɛspɛktivmɑ̃|взаимно
|éternel|etɛʁnɛl|вечный
|intime|ɛ̃tim|интимный
|cerner|sɛʁne|обводить
|la hostilité|ɔstilite|вражда
|le manche|(la)mɑ̃ʃ|рукоятка
|mathématique|matematik|математический
|le gamin|gamɛ̃, -in|парень
|induire|ɛ̃dɥiʁ|заключать
|le temple|tɑ̃pl|храм
|la maîtrise|metʁiz|мастерство
|le arbitrage|aʁbitʁaʒ|арбитраж
|boucler|bukle|застёгивать
|la réparation|ʁepaʁasjɔ̃|исправление
|le évêque|evɛk|епископ
|déléguer|delege|делегировать
|la solitude|sɔlityd|одиночество
|miner|mine|подтачивать
