# 137 - Mots fréquents

|le salon|salɔ̃|салон
|infliger|ɛ̃fliʒe|налагать
|le repos|ʁ(ə)po|отдых
|déranger|deʁɑ̃ʒe|
|inhabituel|inabitɥɛl|непривычный
|la interdiction|ɛ̃tɛʁdiksjɔ̃|запрет
|consentir|kɔ̃sɑ̃tiʁ|соглашаться
|variable|vaʁjabl|переменный
|la médecine|med(ə)sin|медицина
|contradictoire|kɔ̃tʁadiktwaʁ|противоречивый
|exclusivement|ɛksklyzivmɑ̃|исключительно
|la cible|sibl|цель
|détenu|det(ə)ny|задержанный
|volontiers|vɔlɔ̃tje|охотно
|le fauteuil|fotœj|кресло
|le couloir|kulwaʁ|коридор
|le enthousiasme|ɑ̃tuzjasm|энтузиазм
|la télé|tele|телевизор
|éthique|etik|этический
|la révision|ʁevizjɔ̃|ревизия
