# 097 - Mots fréquents

|la réception|ʁesɛpsjɔ̃|принятие
|conservateur|kɔ̃sɛʁvatœʁ, -ʁis|консервативный
|ouais|ˈwɛ|вот те на!
|transporter|tʁɑ̃spɔʁte|транспортировать
|brûler|bʁyle|жечь
|la manœuvre|manœvʁ|манёвр
|la monnaie|mɔnɛ|монета
|la transmission|tʁɑ̃smisjɔ̃|передача
|quelconque|kɛlkɔ̃k|какой бы ни был
|le courrier|kuʁje|курьер
|grandir|gʁɑ̃diʁ|возрастать
|élaborer|elabɔʁe|разрабатывать
|le doigt|dwa|палец
|illustrer|i(l)lystʁe|иллюстрировать
|la poche|pɔʃ|карман
|affronter|afʁɔ̃te|выступать против
|éclater|eklate|разорваться
|la honte|ˈɔ̃t|стыд
|la faiblesse|fɛblɛs|слабость
|la fédération|fedeʁasjɔ̃|федерация
