# 055 - Mots fréquents

|la influence|ɛ̃flyɑ̃s|влияние
|le camp|kɑ̃|лагерь
|le établissement|etablismɑ̃|учреждение
|le vendredi|vɑ̃dʁədi|пятница
|la avance|avɑ̃s|выступ
|destiner|dɛstine|назначать
|causer|koze|причинять
|nord|nɔʁ(mɛʁdy)|север
|le lundi|lœ̃di|понедельник
|le maître|mɛtʁ|господин
|interroger|ɛ̃teʁɔʒe|спрашивать
|la conférence|kɔ̃feʁɑ̃s|конференция
|provoquer|pʁɔvɔke|провоцировать
|la vente|vɑ̃t|продажа
|ramener|ʁam(ə)ne|приводить обратно
|le soldat|sɔlda|солдат
|le collègue|kɔ(l)lɛg|коллега
|concevoir|kɔ̃s(ə)vwaʁ|понимать
|procéder|pʁɔsede|пприниматься за
|le poids|pwɑ|вес
