# 217 - Mots fréquents

|brutalement|bʁytalmɑ̃|брутально
|lourdement|luʁdəmɑ̃|тяжело
|la tente|tɑ̃t|тент
|la goutte|gut|капля
|la poussée|puse|толчок
|le moine|mwan|монах
|modéré|mɔdeʁe|умеренный
|négligeable|negliʒabl|незначительный
|le vice|vis|порок
|symboliser|sɛ̃bɔlize|символизировать
|substituer|sypstitɥe|заменять
|subtil|syptil|утончённый
|le commandant|kɔmɑ̃dɑ̃, -t|командир
|chuter|ʃyte|упасть
|la fidélité|fidelite|верность
|basculer|baskyle|качаться
|gestionnaire|ʒɛstjɔnɛʁ|управленческийию
|redoutable|ʁ(ə)dutabl|страшный
|le immigrant|imigʁɑ̃, -t|иммигрант
|polémique|pɔlemik|полемический
