# 033 - Mots fréquents

|précis|pʁesi, -z|точный
|fixer|fikse|прикреплять
|la mère|mɛʁ|мать
|la croissance|kʁwasɑ̃s|рост
|le risque|ʁisk|риск
|la arme|aʁm|оружие
|estimer|ɛstime|оценивать
|le endroit|ɑ̃dʁwa|место
|le comité|kɔmite|комитет
|impossible|ɛ̃pɔsibl|невозможный
|la preuve|pʁœv|доказательство
|véritable|veʁitabl|истинный
|amener|am(ə)ne|приводить
|viser|vize|целить
|retirer|ʁ(ə)tiʁe|тянуть
|total|tɔtal, -o|тотальный
|la image|imaʒ|изображение
|la date|dat|дата
|travers|tʁavɛʁ|поперечный
|le contrôle|kɔ̃tʁol|контроль
