# 071 - Mots fréquents

|la mine|min|выражение лица
|législatif|leʒislatif, -v|законодательный
|ah|ˈɑ|ах!
|le propriétaire|pʁɔpʁijetɛʁ|собственник
|favoriser|favɔʁize|благоприятствовать
|la priorité|pʁijɔʁite|приоритет
|le avion|avjɔ̃|самолёт
|minimum|minimɔm|минимум,
|criminel|kʁiminɛl|криминальный
|la photo|fɔto|фото
|précéder|pʁesede|предшествовать
|solide|sɔlid|твёрдый
|correspondre|kɔʁɛspɔ̃dʁ|сообщаться
|le navire|naviʁ|корабль
|la centaine|sɑ̃tɛn|сотня
|la explication|ɛksplikasjɔ̃|объяснение
|transmettre|tʁɑ̃smɛtʁ|передавать
|le appareil|apaʁɛj|аппарат
|la publication|pyblikasjɔ̃|публикация
|associer|asɔsje|ассоциировать
