# 112 - Mots fréquents

|la substance|sypstɑ̃s|субстанция
|soigner|swaɲe|заботиться
|le récit|ʁesi|рассказ
|la revendication|ʁ(ə)vɑ̃dikasjɔ̃|притязание
|incroyable|ɛ̃kʁwajabl|невероятный
|le sondage|sɔ̃daʒ|зондаж
|mineur|minœʁ|горняк
|la composition|kɔ̃pozisjɔ̃|составление
|débarrasser|debaʁɑse|освобождать
|la accusation|akyzasjɔ̃|обвинение
|la invitation|ɛ̃vitasjɔ̃|приглашение
|présidentiel|pʁezidɑ̃sjɛl|президентский
|concurrent|kɔ̃kyʁɑ̃, -t|конкурирующий
|prévu|pʁevy|предусмотренный
|suisse|sɥis|швейцарский
|franchement|fʁɑ̃ʃmɑ̃|откровенно
|le paiement|pɛmɑ̃|платёж
|la comparaison|kɔ̃paʁɛzɔ̃|сравнение
|musulman|myzylmɑ̃, -an|мусульманский
|le déplacement|deplasmɑ̃|перемещение
