# 17 - s<sub><small>3</small>

|spread spread  spread |spred spred spred|расстилать
|spring sprang  sprung |spriŋ spræŋ sprʌŋ|прыгать
|stand stood  stood |stænd stu:d stu:d|стоять
|steal stole  stolen |sti:l stəul 'stəulən|красть
|stick stuck  stuck |stik stʌk stʌk|колоть
|sting stung  stung |stiŋ stʌŋ stʌŋ|жалить
|stink stank/stunk stunk|stɪŋk stæŋk/stʌŋk stʌŋk|вонять
|strew strewed strewn/strewed|stru: stru:d stru:n/stru:d|усеять/устлать
|stride strode stridden|straɪd strəud 'strɪd(ə)n|шагать
|strike struck struck|straɪk strʌk strʌk|ударить
|string strung strung|strɪŋ strʌŋ strʌŋ|натянуть
|strive strove striven|straɪv strəuv 'strɪv(ə)n|стараться
|swear swore sworn|sweə swɔ: swɔ:n|клясться/браниться
|sweep swept  swept |swi:p swept swept|выметать
|swell swelled  swollen |swel sweld 'swəul(e)n|разбухать
|swim swam  swum |swim swem swʌm|плавать
|swing swung  swung |swiŋ swʌŋ swʌŋ|качать
