# 23 - IELTS Words

|mole|məʊl|родинка, родимое пятно
|fluent|ˈflu:ənt|непринужденный
|flowing|ˈfləʊɪŋ|мягкий, струящийся
|hostile|ˈhɒstaɪl|вражеский
|arrogant|ˈærəɡnt|высокомерный, надменный
|dimple|ˈdɪmpl|ямочка (на щеке, подбородке)
|pimple|ˈpɪmpl|папула, прыщ, угорь
|petite|pəˈti:t|маленького роста, изящная
|neat|ni:t|аккуратный, опрятный
|dye|daɪ|окрашивать
|braid|breɪd|коса (волос)
|bang|bæŋ|челка
|fringe|frɪnʤ|бахрома, челка
|bun|bʌn|пучок, узел (волос)
|bald|bɔ:ld|лысый, плешивый
|cheekbone|ˈʧi:kbəʊn|скуловая кость
|cleft|kleft|расселина, трещина
|moustache|məˈstɑ:ʃ|усы
|stubble|ˈstʌbl|щетина
|reserved|rɪˈzɜ:vd|скрытный, сдержанный, замкнутый
|moody|ˈmu:dɪ|унылый, угрюмый
|grumpy|ˈɡrʌmpɪ|сварливый, сердитый
|quarrelsome|ˈkwɒrlsm|придирчивый
|peevish|ˈpi:vɪʃ|капризный, раздражительный
|bushy|ˈbʊʃɪ|густой (о бровях, бороде и т. п.)
