# 098 - Mots fréquents

|presser|pʁese|прессовать
|mêler|mele|смешивать
|le bonheur|bɔnœʁ|счастье
|formuler|fɔʁmyle|формулировать
|crier|kʁije|кричать
|la pauvreté|povʁəte|бедность
|le bâtiment|bɑtimɑ̃|здание
|le époux|epu, epuz|супруг
|le médicament|medikamɑ̃|медикамент
|la firme|fiʁm|фирма
|élargir|elaʁʒiʁ|расширять
|le électeur|elɛktœʁ, -ʁis|избиратель
|plonger|plɔ̃ʒe|погружать
|le véhicule|veikyl|повозка
|fuir|fɥiʁ|убегать
|le chercheur|ʃɛʁʃœʁ, -øz|искатель
|varier|vaʁje|варьировать
|la personnalité|pɛʁsɔnalite|личность
|inventer|ɛ̃vɑ̃te|изобретать
|principalement|pʁɛ̃sipalmɑ̃|особенно
