# 194 - Mots fréquents

|le réduit|ʁedɥi, -t|приют
|alléger|al(l)eʒe|облегчать
|la vierge|vjɛʁʒ|дева
|le meuble|mœbl|движимый
|le rapprochement|ʁapʁɔʃmɑ̃|приближение
|la confession|kɔ̃fesjɔ̃|исповедь
|le suspens|syspɑ̃|отрешённый
|la dégradation|degʁadasjɔ̃|деградация
|vingtième|vɛ̃tjɛm|двадцатый
|le agenda|aʒɛ̃da|записная книжка
|grand|gʁɑ̃, gʁɑ̃d|большой
|le phare|faʁ|маяк
|virtuel|viʁtɥɛl|виртуальный
|gagnant|gaɲɑ̃, -t|выигрывающий
|nettoyer|netwaje|чистить
|le diagnostic|djagnɔstik|диагноз
|le poing|pwɛ̃|кулак
|la étiquette|etikɛt|этикетка
|la tante|tɑ̃t|тётка
|la chemise|ʃ(ə)miz|рубашка
